measurement_id,site_id,recorded_at,ph,dissolved_oxygen_mgl,turbidity_ntu,chlorophyll_a_ugl,nitrate_mgl,phosphate_mgl,algae_cell_count_cells_ml,dominant_species_id,notes
fb3d11a2-c200-5b75-8085-90aa862ea4ce,ab224cb4-5f16-5681-bee5-02bc215256d6,2021-01-27T08:00:00,9.47,12.45,53.1,163.07,0.094,0.0324,151548,5680fb2c-596c-5cae-9da2-9a2830c88c15,Dense Spirogyra spp. bloom; strong musty odour; recreational advisory in effect.
e2f841f7-4f1c-5fa0-816e-8ca27c66e8f0,e10104b9-374c-53ba-b755-997b9f7a62c5,2023-05-03T10:30:00,6.82,8.43,5.8,3.73,1.626,0.0151,481,,"Fortnightly grab sample; weather overcast, light wind."
de01b45c-283a-5e7b-8c59-56d3603de8c8,b2d06226-66a9-50c0-a5ba-58ae32da68f7,2023-08-17T07:15:00,8.86,15.94,80.8,62.57,0.033,0.1118,162352,0fbf8c30-0f98-5d7c-beb8-ee18ea1981aa,Cell count 162352 cells/mL; DO crash risk overnight; aeration deployed.
c40903b1-a316-51d5-bf92-60c5e4ddd4f2,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2022-02-22T07:15:00,8.75,13.02,94.5,81.98,0.158,0.0767,182114,20d55621-1e25-59cd-84d1-cd62f17d365e,pH elevated to 8.75; intense photosynthetic activity driving CO2 depletion.
94c7b893-6327-51c2-a40d-d1967df0e9ce,e967cd58-d230-511a-8d81-255fab5748a9,2023-05-08T08:45:00,7.15,9.96,9.1,2.78,1.456,0.0227,770,,"Fortnightly grab sample; weather overcast, light wind."
62f5076e-56e9-5f38-be8a-1854e5a29b6e,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2020-01-17T09:45:00,10.19,13.26,54.0,132.79,0.061,0.0893,102719,1596303d-c95b-55e3-b24c-256261143588,pH elevated to 10.19; intense photosynthetic activity driving CO2 depletion.
2cc91322-bcdb-5c2f-a309-62ae512c1a65,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2024-02-10T08:45:00,7.37,9.82,3.7,5.09,1.316,0.0179,1312,,"Fortnightly grab sample; weather overcast, light wind."
8810211e-82e0-5c24-97b1-8313edd2d791,e10104b9-374c-53ba-b755-997b9f7a62c5,2020-05-11T09:15:00,7.24,8.91,4.3,7.37,1.346,0.021,351,,No odour detected; water colour normal.
6c05a902-4150-55cf-91ab-5210f215ad33,aba731cc-dbfa-53d8-b97d-8a5745c8ba9a,2022-01-23T08:45:00,7.11,10.39,9.6,3.33,1.512,0.0262,1379,,"Fortnightly grab sample; weather overcast, light wind."
c189059a-3afd-502a-a911-37308f4e651c,dd6bde54-fca1-5c41-913c-cb3783e6199c,2020-05-04T07:30:00,7.46,8.42,4.2,4.41,1.504,0.021,286,,"Fortnightly grab sample; weather overcast, light wind."
438a5470-4534-5415-8470-f0b95950de80,86ad11ee-e67c-5f6f-afff-13708776a73c,2022-05-28T07:00:00,7.15,8.79,3.2,5.05,0.946,0.0394,1203,,"Fortnightly grab sample; weather overcast, light wind."
62e6a2eb-30ed-5f7b-8c77-d08d626d4ce5,531f37c3-084e-55b3-bc9b-0db5281b54d8,2022-08-14T10:00:00,10.15,14.86,78.9,136.06,0.095,0.0264,118686,f8404ef1-6e70-538f-8e45-d49f7e2c8fec,pH elevated to 10.15; intense photosynthetic activity driving CO2 depletion.
05766c01-b347-5168-86c9-3527d2b7a425,a8948238-32f6-5d28-bf54-0805f1c4affa,2022-07-17T08:00:00,7.53,10.23,4.5,3.41,1.429,0.0092,1180,,No odour detected; water colour normal.
bd811eae-187d-5eb6-a3eb-592cbe577492,a8948238-32f6-5d28-bf54-0805f1c4affa,2020-07-04T09:30:00,6.86,8.33,5.9,8.59,1.719,0.0114,634,,Parameters within seasonal baseline; no intervention required.
e34c05bc-7c39-5734-b6c2-73a2c40cacca,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2024-12-02T08:30:00,9.51,16.11,52.9,176.55,0.075,0.0543,91367,e73c07b2-f9dc-5b5f-82c0-7757642fa580,pH elevated to 9.51; intense photosynthetic activity driving CO2 depletion.
f39d06cf-2111-5f92-89e5-a85d8320057b,dd6bde54-fca1-5c41-913c-cb3783e6199c,2020-01-16T10:30:00,10.07,15.51,74.5,71.31,0.128,0.1005,162992,019baaf8-2226-5edd-b398-0f57fd9c0238,Visible surface scum across the inlet; algaecide application being considered.
2183a633-3062-50f4-b8e7-6db0e0e72e22,772a0b2b-7df0-558a-9e21-d4f42aaaff10,2020-07-27T07:15:00,6.93,8.93,4.0,3.12,1.796,0.0237,633,,Water clarity good; no visible algal growth observed at surface.
1120828d-8e1b-5a66-8b6c-46860b43b6b0,b2f34044-e3f5-594a-92f1-c7f14516de86,2021-05-13T10:45:00,7.14,8.61,4.7,7.21,1.308,0.0111,307,,Parameters within seasonal baseline; no intervention required.
45eb7277-093a-5f47-8793-e651c77930f4,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2020-01-12T10:00:00,7.24,9.59,2.9,3.4,1.696,0.0123,902,,Water clarity good; no visible algal growth observed at surface.
902dd339-3bd6-52b6-8a61-d8f3e3f79e8e,b2f34044-e3f5-594a-92f1-c7f14516de86,2024-07-17T07:15:00,7.71,8.55,4.8,7.55,1.704,0.0167,499,,Water clarity good; no visible algal growth observed at surface.
6888b1f2-f423-5e94-8033-685cce4a7fb9,a9c590d5-ecfb-5d7b-b134-ebbae6ac853c,2020-06-28T09:00:00,7.51,9.05,2.1,1.67,0.656,0.0246,1251,,No odour detected; water colour normal.
dfaa4ce7-e465-531b-a3b2-29a94729c7bd,e2a66259-a7bb-52d9-9aaa-33350adee837,2020-02-01T09:15:00,8.88,14.88,86.9,73.47,0.096,0.0133,77314,20d55621-1e25-59cd-84d1-cd62f17d365e,pH elevated to 8.88; intense photosynthetic activity driving CO2 depletion.
e0a123c3-8a30-51ca-b370-2b96e9c6ced9,b2d06226-66a9-50c0-a5ba-58ae32da68f7,2022-06-05T08:15:00,9.55,2.74,142.7,71.34,0.193,0.0605,83755,3eea7c7a-2ac4-52e5-91f3-bc1c82e66c0b,Visible surface scum across the inlet; algaecide application being considered.
e0abf7f8-223d-5dbe-a144-fd3b36ff65a2,86ad11ee-e67c-5f6f-afff-13708776a73c,2020-05-09T10:30:00,7.01,8.48,4.9,4.03,1.603,0.0388,716,,No odour detected; water colour normal.
645cb265-9854-5dd5-ad68-7d56d6eb72f7,dd6bde54-fca1-5c41-913c-cb3783e6199c,2022-02-17T09:45:00,9.03,4.86,21.9,100.23,0.113,0.1105,50870,cf81345d-3a1a-5d00-bd57-4ce4595edac0,Visible surface scum across the inlet; algaecide application being considered.
9c7249e3-e9e9-5885-ad0f-4eeece730ce2,a9c590d5-ecfb-5d7b-b134-ebbae6ac853c,2023-02-17T07:45:00,9.98,2.85,48.0,251.78,0.084,0.0174,83209,1596303d-c95b-55e3-b24c-256261143588,pH elevated to 9.98; intense photosynthetic activity driving CO2 depletion.
5c45ba4f-1632-5bb6-b74c-339273355b88,b2f34044-e3f5-594a-92f1-c7f14516de86,2022-12-03T09:45:00,9.63,13.71,40.5,253.83,0.04,0.0573,94251,5680fb2c-596c-5cae-9da2-9a2830c88c15,pH elevated to 9.63; intense photosynthetic activity driving CO2 depletion.
0be91047-8310-5ed2-98f5-1598f9b5ae1f,531f37c3-084e-55b3-bc9b-0db5281b54d8,2021-07-22T07:15:00,9.76,12.67,36.3,283.21,0.03,0.0654,95828,20d55621-1e25-59cd-84d1-cd62f17d365e,pH elevated to 9.76; intense photosynthetic activity driving CO2 depletion.
6f39c799-18d6-54fb-b197-ffafc4c00e93,a113884d-c740-5822-aff6-d6cd26c56d78,2021-02-19T07:30:00,7.45,9.58,1.8,1.95,0.891,0.023,1229,,"Fortnightly grab sample; weather overcast, light wind."
4e0693d2-1ebd-51bd-a9b2-3b7e0b17484a,e10104b9-374c-53ba-b755-997b9f7a62c5,2021-05-21T08:30:00,7.41,9.0,5.8,4.6,1.698,0.039,1662,fe051665-7950-5d14-8f59-48ae35cead29,Water clarity good; no visible algal growth observed at surface.
c7a9f044-4d32-56fe-a0c0-27bc255e487f,e967cd58-d230-511a-8d81-255fab5748a9,2021-07-17T10:30:00,7.71,10.04,2.1,4.39,0.843,0.0081,1779,,Water clarity good; no visible algal growth observed at surface.
bfd7436b-5bef-5fbd-a1fc-26c9cf47bd4b,772a0b2b-7df0-558a-9e21-d4f42aaaff10,2024-07-03T08:45:00,6.92,10.17,2.6,5.76,1.391,0.0235,1395,,"Fortnightly grab sample; weather overcast, light wind."
0c67f135-3911-5f7c-bbf3-98796b54abad,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2022-01-28T10:15:00,7.61,9.62,2.8,5.92,0.536,0.013,441,,Routine monitoring sample; all parameters within normal range.
e4006059-7847-5997-ae6d-31a8ee53ec9c,b2f34044-e3f5-594a-92f1-c7f14516de86,2023-12-16T10:15:00,8.72,12.65,61.9,230.37,0.084,0.0537,31089,ef21fcba-bb41-5c62-a797-74077f71eb2e,Dense Chlorella vulgaris bloom; strong musty odour; recreational advisory in effect.
2b6c63cc-a104-5ec9-b56f-6198c889fae9,e10104b9-374c-53ba-b755-997b9f7a62c5,2023-02-12T09:45:00,8.72,11.92,61.9,223.74,0.079,0.0241,204242,fe051665-7950-5d14-8f59-48ae35cead29,pH elevated to 8.72; intense photosynthetic activity driving CO2 depletion.
001acaac-efcf-5fc2-9c81-66bedc3c9487,a113884d-c740-5822-aff6-d6cd26c56d78,2022-08-21T09:30:00,9.54,1.97,31.5,251.89,0.129,0.0557,163978,5680fb2c-596c-5cae-9da2-9a2830c88c15,pH elevated to 9.54; intense photosynthetic activity driving CO2 depletion.
9891e500-5f01-522a-be72-04b2aa91a7e5,351b1a48-d61e-5e1b-8864-74e494879dc9,2023-01-15T08:45:00,9.27,15.7,40.8,259.97,0.107,0.0363,135309,36f92b99-681f-5cf0-bdfe-7f48ae9882a9,Visible surface scum across the inlet; algaecide application being considered.
272e1e97-41cb-5768-be2e-3a23613b05d9,dd6bde54-fca1-5c41-913c-cb3783e6199c,2022-05-23T10:15:00,7.8,8.36,5.6,4.93,0.596,0.0396,1125,,No odour detected; water colour normal.
756e8e54-095f-5749-851e-986be808985f,e10104b9-374c-53ba-b755-997b9f7a62c5,2020-02-25T07:15:00,10.12,13.82,62.3,206.46,0.143,0.107,188556,fe051665-7950-5d14-8f59-48ae35cead29,pH elevated to 10.12; intense photosynthetic activity driving CO2 depletion.
9d84b149-4360-5cb5-9d28-c9bb1adf40f4,531f37c3-084e-55b3-bc9b-0db5281b54d8,2022-02-16T08:15:00,7.1,9.62,5.1,8.32,1.3,0.0438,1341,,No odour detected; water colour normal.
0298f963-2b6f-526e-ba0f-75ab642ca0f4,a113884d-c740-5822-aff6-d6cd26c56d78,2024-06-14T09:00:00,9.42,4.63,94.0,177.46,0.072,0.0298,55501,ef21fcba-bb41-5c62-a797-74077f71eb2e,Visible surface scum across the inlet; algaecide application being considered.
e582e7eb-329a-5f7a-9922-540f50636eea,351b1a48-d61e-5e1b-8864-74e494879dc9,2023-07-08T09:30:00,7.12,9.12,2.1,2.85,1.51,0.0341,331,,"Fortnightly grab sample; weather overcast, light wind."
0ede4191-4919-5650-b8c5-7c8bff8a8300,aba731cc-dbfa-53d8-b97d-8a5745c8ba9a,2023-01-05T09:15:00,7.05,7.96,4.5,4.02,1.119,0.0301,1392,,No odour detected; water colour normal.
1832f0b9-766d-5c88-bfa6-b4b531cfee4b,351b1a48-d61e-5e1b-8864-74e494879dc9,2021-06-08T08:15:00,6.82,8.23,3.6,7.8,0.517,0.0233,1489,,No odour detected; water colour normal.
9f541dd9-465f-5b7d-92ef-38bd2d205337,351b1a48-d61e-5e1b-8864-74e494879dc9,2021-01-15T08:45:00,9.85,15.18,69.4,126.62,0.139,0.0781,44480,20d55621-1e25-59cd-84d1-cd62f17d365e,Visible surface scum across the inlet; algaecide application being considered.
ef2d7137-ec40-501a-a34c-6d4d3c523ef2,eca073c0-5e52-579f-bcec-8c21817761a0,2020-01-25T07:45:00,8.78,1.6,63.1,65.15,0.085,0.0574,84014,6baca93a-e6a8-5985-adbf-9d7173d62c45,Cell count 84014 cells/mL; DO crash risk overnight; aeration deployed.
655973ca-0304-5680-8b17-e6f09114f70c,531f37c3-084e-55b3-bc9b-0db5281b54d8,2023-06-07T09:00:00,10.07,11.96,74.3,101.43,0.068,0.0841,178052,9e0fb491-3df2-50f7-8412-29e49ab46b3a,Dense Anabaena flos-aquae bloom; strong musty odour; recreational advisory in effect.
aa8bd0f7-1efa-5c17-bf81-c701a297ff47,e10104b9-374c-53ba-b755-997b9f7a62c5,2022-05-03T09:00:00,7.36,8.66,2.6,7.81,1.943,0.0303,507,,Parameters within seasonal baseline; no intervention required.
7d44f08c-7691-516f-8d3f-2f520acaefb6,351b1a48-d61e-5e1b-8864-74e494879dc9,2022-01-08T08:00:00,10.02,15.93,78.4,109.09,0.165,0.0866,141778,9e0fb491-3df2-50f7-8412-29e49ab46b3a,pH elevated to 10.02; intense photosynthetic activity driving CO2 depletion.
771c27b2-fd17-5778-ab94-033f14aafdf2,e967cd58-d230-511a-8d81-255fab5748a9,2022-02-18T10:00:00,8.69,14.96,34.4,59.73,0.086,0.0708,132666,6baca93a-e6a8-5985-adbf-9d7173d62c45,Visible surface scum across the inlet; algaecide application being considered.
6077a0a9-85f8-588b-a6a0-a854c0c7de1a,bcc87cef-0c77-5c30-a67c-77e013a3936e,2020-07-22T09:00:00,7.63,7.59,1.7,6.13,1.323,0.0321,1770,,Parameters within seasonal baseline; no intervention required.
8a1f1a49-2e37-598c-bb33-6a0e4c46315d,5ed1bbc9-c108-56e0-91b0-3b8effae2539,2024-01-17T10:00:00,9.73,14.77,41.6,176.76,0.194,0.0472,201588,57175a01-e6a9-523b-b23d-37f4179719b1,Visible surface scum across the inlet; algaecide application being considered.
c517f45c-f560-5f10-906d-9224d8428b14,ab224cb4-5f16-5681-bee5-02bc215256d6,2023-12-23T07:30:00,10.07,15.24,36.0,273.55,0.069,0.0718,91203,04762f8c-7329-5da8-8726-bd42e76c1009,Dense Dolichospermum circinale bloom; strong musty odour; recreational advisory in effect.
dfb66669-eccb-5fae-a104-dec8c2c328b6,b2d06226-66a9-50c0-a5ba-58ae32da68f7,2020-08-14T09:15:00,8.83,3.49,68.1,198.67,0.19,0.0471,148089,9e0fb491-3df2-50f7-8412-29e49ab46b3a,Active bloom confirmed; site closed to recreational use; water supply intake protected.
2792010b-af58-5395-9ed8-adee3b63fdd2,eca073c0-5e52-579f-bcec-8c21817761a0,2022-02-16T09:15:00,9.53,3.73,100.1,233.0,0.15,0.0825,55855,0fbf8c30-0f98-5d7c-beb8-ee18ea1981aa,Visible surface scum across the inlet; algaecide application being considered.
c453ed2d-7645-554b-87f6-0afdf2d13e1b,a8948238-32f6-5d28-bf54-0805f1c4affa,2021-12-26T09:15:00,10.18,12.53,82.2,199.64,0.126,0.0994,81079,bb7ccfc9-8dd6-5d7f-8049-7693be1a646a,Cell count 81079 cells/mL; DO crash risk overnight; aeration deployed.
1f1a5355-b224-548d-b049-4f5ce9693570,86ad11ee-e67c-5f6f-afff-13708776a73c,2021-07-05T10:00:00,7.36,8.15,4.6,7.14,0.668,0.0305,1731,,Water clarity good; no visible algal growth observed at surface.
beb12f9d-bacc-565c-8aea-2f03bfbdded9,bcc87cef-0c77-5c30-a67c-77e013a3936e,2023-07-25T10:30:00,6.85,7.65,4.0,3.9,0.862,0.0223,1122,,"Fortnightly grab sample; weather overcast, light wind."
664b6055-526a-58a4-8634-c2d552232d3a,a113884d-c740-5822-aff6-d6cd26c56d78,2021-07-11T07:45:00,9.64,1.99,44.3,116.97,0.067,0.0359,89990,bb7ccfc9-8dd6-5d7f-8049-7693be1a646a,Visible surface scum across the inlet; algaecide application being considered.
bf98355a-745e-50d0-a671-e625d146a41c,eca073c0-5e52-579f-bcec-8c21817761a0,2020-05-06T07:45:00,7.42,8.22,8.6,2.14,1.138,0.0174,722,,No odour detected; water colour normal.
e0d25e66-bf9d-575e-9692-ca30e1228e42,bcc87cef-0c77-5c30-a67c-77e013a3936e,2023-12-12T07:00:00,8.98,15.71,70.4,127.15,0.021,0.0218,55110,cf81345d-3a1a-5d00-bd57-4ce4595edac0,Visible surface scum across the inlet; algaecide application being considered.
8d1691e1-b8b1-5075-8a3b-3193365c6301,b2d06226-66a9-50c0-a5ba-58ae32da68f7,2022-02-22T07:00:00,6.89,8.64,6.7,1.45,0.415,0.0143,1223,,"Fortnightly grab sample; weather overcast, light wind."
421a926f-92eb-574b-9d11-0bfc1ec205ae,ab224cb4-5f16-5681-bee5-02bc215256d6,2022-07-16T09:30:00,7.09,9.22,3.9,8.17,1.031,0.0208,1783,,"Fortnightly grab sample; weather overcast, light wind."
ef75e288-c920-56ed-b762-29d292df1940,772a0b2b-7df0-558a-9e21-d4f42aaaff10,2022-06-26T07:15:00,6.99,9.11,2.1,2.47,1.14,0.0404,354,,Parameters within seasonal baseline; no intervention required.
60c05e5c-1eb2-5a38-9070-35b6db2667a1,531f37c3-084e-55b3-bc9b-0db5281b54d8,2024-06-20T08:45:00,10.06,15.38,48.5,194.09,0.085,0.0388,154431,5680fb2c-596c-5cae-9da2-9a2830c88c15,Active bloom confirmed; site closed to recreational use; water supply intake protected.
ade644dc-8b1d-5f98-95c9-2b9ca12a26c3,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2021-12-06T09:00:00,9.7,1.66,24.1,128.88,0.19,0.0802,148680,1596303d-c95b-55e3-b24c-256261143588,Dense Cylindrospermopsis raciborskii bloom; strong musty odour; recreational advisory in effect.
83b77750-54c8-51b2-a93a-2544b233a001,351b1a48-d61e-5e1b-8864-74e494879dc9,2022-06-08T07:45:00,6.93,8.89,3.9,5.47,0.908,0.0359,1106,,Parameters within seasonal baseline; no intervention required.
87276f30-1fc0-5deb-abdf-3ff3c38f3a92,a113884d-c740-5822-aff6-d6cd26c56d78,2023-12-17T10:45:00,7.36,9.18,4.5,3.47,0.435,0.0174,206,,Parameters within seasonal baseline; no intervention required.
7543cfbc-0c20-551d-bf18-029d282d8542,86ad11ee-e67c-5f6f-afff-13708776a73c,2021-12-18T07:30:00,8.88,4.85,23.0,58.38,0.065,0.1023,182879,04762f8c-7329-5da8-8726-bd42e76c1009,Cell count 182879 cells/mL; DO crash risk overnight; aeration deployed.
0ec5c4fc-6a75-5597-9a3b-5719fb18a97d,e10104b9-374c-53ba-b755-997b9f7a62c5,2024-07-02T10:30:00,7.48,8.21,3.5,3.28,1.598,0.0246,1293,,No odour detected; water colour normal.
e34f5e63-4dae-5bf3-b645-f35e237a9f41,531f37c3-084e-55b3-bc9b-0db5281b54d8,2020-12-09T08:00:00,6.83,9.48,4.3,8.49,1.822,0.0169,337,,Routine monitoring sample; all parameters within normal range.
72f0b8e7-5e2b-572b-a6f6-81f44b28cb5e,a113884d-c740-5822-aff6-d6cd26c56d78,2023-08-19T08:15:00,9.06,12.08,35.4,207.45,0.036,0.0661,34584,ca560248-021f-5df5-a733-fe7977306070,Cell count 34584 cells/mL; DO crash risk overnight; aeration deployed.
b9f2cb33-58fd-524d-8e28-20644eb2e4dd,aba731cc-dbfa-53d8-b97d-8a5745c8ba9a,2021-06-14T10:00:00,9.73,16.46,47.4,190.7,0.143,0.0286,90495,d46f0473-de90-53e3-9903-6adc9b3946ee,Cell count 90495 cells/mL; DO crash risk overnight; aeration deployed.
85435647-d327-5079-91f1-a05b9cf3617f,a113884d-c740-5822-aff6-d6cd26c56d78,2020-06-10T07:30:00,8.98,14.22,57.0,303.41,0.173,0.0615,70544,1596303d-c95b-55e3-b24c-256261143588,Visible surface scum across the inlet; algaecide application being considered.
f72d2f11-1971-5b02-9b95-d9576c26ed64,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2021-06-19T09:45:00,7.28,8.52,5.8,3.02,1.779,0.0122,333,,Routine monitoring sample; all parameters within normal range.
6ac9b46f-558d-565f-aefe-e2c1449fd821,5ed1bbc9-c108-56e0-91b0-3b8effae2539,2020-02-25T09:00:00,9.8,3.32,94.4,125.1,0.199,0.0579,148902,9e0fb491-3df2-50f7-8412-29e49ab46b3a,Visible surface scum across the inlet; algaecide application being considered.
808fb901-e68d-5a39-9677-700337f4c406,351b1a48-d61e-5e1b-8864-74e494879dc9,2020-01-03T09:30:00,9.63,4.65,58.0,230.06,0.079,0.0867,165335,04762f8c-7329-5da8-8726-bd42e76c1009,Cell count 165335 cells/mL; DO crash risk overnight; aeration deployed.
7fc8478a-0bda-5495-9ec3-0b07bc4a3caa,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2023-06-23T08:45:00,9.21,2.84,33.9,221.59,0.145,0.081,65412,4c089a24-b623-5281-823a-61567896dc26,Cell count 65412 cells/mL; DO crash risk overnight; aeration deployed.
280dc356-91e9-5e5a-9438-abfb02d29ab9,e967cd58-d230-511a-8d81-255fab5748a9,2021-12-27T09:00:00,10.1,1.9,35.7,199.37,0.069,0.0765,208117,3fd29343-6777-5cd5-a5a3-1fdfa8b3b197,Visible surface scum across the inlet; algaecide application being considered.
861fac76-d8ff-54e4-b5e1-0b1c4e107b3d,a8948238-32f6-5d28-bf54-0805f1c4affa,2024-06-03T10:00:00,7.54,8.62,2.1,1.48,1.931,0.0288,1572,,"Fortnightly grab sample; weather overcast, light wind."
03739f60-fdbc-5285-ab39-69cb6c00b290,5ed1bbc9-c108-56e0-91b0-3b8effae2539,2023-06-11T10:45:00,7.19,9.49,9.2,8.85,1.193,0.0094,1228,,Routine monitoring sample; all parameters within normal range.
cc20a47f-9500-5cc7-abd3-55e632e61122,a9c590d5-ecfb-5d7b-b134-ebbae6ac853c,2022-05-18T07:15:00,7.52,8.37,1.5,3.82,1.313,0.0149,1568,b645cfbb-2bae-5340-a4ca-762e54c013c0,Routine monitoring sample; all parameters within normal range.
edc552c2-197c-5d48-a8d8-be4772e6b9d7,e2a66259-a7bb-52d9-9aaa-33350adee837,2024-01-28T07:00:00,9.66,12.83,68.1,80.12,0.098,0.0599,209292,cf81345d-3a1a-5d00-bd57-4ce4595edac0,pH elevated to 9.66; intense photosynthetic activity driving CO2 depletion.
54cef456-3458-5405-b106-b10a725163a9,eca073c0-5e52-579f-bcec-8c21817761a0,2023-02-09T08:30:00,10.05,16.34,46.8,285.01,0.165,0.0615,39739,3eea7c7a-2ac4-52e5-91f3-bc1c82e66c0b,Active bloom confirmed; site closed to recreational use; water supply intake protected.
3db70438-5804-5099-8ec7-ae2ff3fd89cb,5ed1bbc9-c108-56e0-91b0-3b8effae2539,2021-06-10T10:45:00,6.92,10.42,5.6,2.91,0.653,0.0284,1331,,Routine monitoring sample; all parameters within normal range.
003eb180-51ea-5ffb-bba2-d0e01fde453a,531f37c3-084e-55b3-bc9b-0db5281b54d8,2023-01-07T08:45:00,7.01,10.22,2.9,8.27,0.739,0.015,1718,,No odour detected; water colour normal.
ea8f9441-6614-50b8-931b-8740d410e7c7,aba731cc-dbfa-53d8-b97d-8a5745c8ba9a,2024-08-26T09:00:00,8.69,3.83,42.9,215.42,0.121,0.081,189539,a4ab21f9-c895-594b-bd89-7e14959bd207,Active bloom confirmed; site closed to recreational use; water supply intake protected.
fd710031-3ff8-59e2-bf1b-06646bd80c6f,e967cd58-d230-511a-8d81-255fab5748a9,2023-12-14T07:15:00,9.75,4.76,87.1,283.3,0.166,0.0393,203835,0fbf8c30-0f98-5d7c-beb8-ee18ea1981aa,Active bloom confirmed; site closed to recreational use; water supply intake protected.
257d00bf-7f9e-501f-ac83-33d65fe0c2de,e10104b9-374c-53ba-b755-997b9f7a62c5,2024-12-25T07:30:00,9.99,14.49,31.6,98.83,0.145,0.0787,63395,fe051665-7950-5d14-8f59-48ae35cead29,Active bloom confirmed; site closed to recreational use; water supply intake protected.
1477a27f-fc14-5fab-93aa-38f444e1f744,5a50eb3d-6685-51a0-8ed5-93d22c90f50d,2022-07-13T10:45:00,7.1,9.27,3.4,5.55,0.496,0.0435,403,,Water clarity good; no visible algal growth observed at surface.
494f71fe-e288-585e-871b-1d5ad167228c,bcc87cef-0c77-5c30-a67c-77e013a3936e,2024-07-02T07:00:00,6.94,8.5,3.6,4.66,1.37,0.0271,871,,"Fortnightly grab sample; weather overcast, light wind."
65f73b04-7700-551a-a5b0-a1679fa2b794,a9c590d5-ecfb-5d7b-b134-ebbae6ac853c,2021-12-27T10:30:00,10.08,13.48,48.0,154.26,0.035,0.0347,103541,1596303d-c95b-55e3-b24c-256261143588,Visible surface scum across the inlet; algaecide application being considered.
45546300-8146-5921-9bfb-b60f9b5b8823,aba731cc-dbfa-53d8-b97d-8a5745c8ba9a,2022-06-01T10:30:00,9.93,4.52,58.8,166.27,0.168,0.0816,175816,a4ab21f9-c895-594b-bd89-7e14959bd207,pH elevated to 9.93; intense photosynthetic activity driving CO2 depletion.
4ddcc000-4c0c-5876-b838-08bfabd3b0a0,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2022-06-11T08:45:00,8.69,13.95,92.4,134.62,0.09,0.0532,49945,b645cfbb-2bae-5340-a4ca-762e54c013c0,Visible surface scum across the inlet; algaecide application being considered.
a8c8840a-a799-56e8-851b-d2b40c6c4ee0,772a0b2b-7df0-558a-9e21-d4f42aaaff10,2020-12-11T10:00:00,8.69,4.95,80.5,114.65,0.063,0.0724,40645,139c6e40-31aa-5666-988e-8b9c18d883be,Active bloom confirmed; site closed to recreational use; water supply intake protected.
104379bf-6a94-5962-8b1f-a1c1771bf6ac,28fc10d6-50dd-5ec3-87d9-0f145db4d4d5,2021-12-07T10:45:00,7.19,9.61,2.4,7.02,1.694,0.0103,408,,Parameters within seasonal baseline; no intervention required.
acf40138-12bf-510d-9180-c69c0f9c9195,bcc87cef-0c77-5c30-a67c-77e013a3936e,2024-02-20T07:15:00,10.16,4.28,45.4,303.52,0.156,0.0319,153463,ca85cd3d-6c4f-50f2-ae15-7d41b6d53a49,pH elevated to 10.16; intense photosynthetic activity driving CO2 depletion.

